id,ra,dec,zspec,zconf
mc940-282,145.22743,7.74664,0.337533,2
mc940-285,145.22655,7.74674,0.58495,3
mc940-286,145.21847,7.74811,0.89387,3
mc940-289,145.23138,7.74722,0.43893,3
mc940-290,145.22673,7.74649,0.34,2
mc940-291,145.22516,7.74704,0.43467,3
mc940-292,145.22642,7.74651,0.342691,3
mc940-294,145.23049,7.74895,0.58318,2
mc940-296,145.22662,7.74651,0.58484,3
mc940-297,145.22063,7.74677,1.43652,1
mc940-298,145.22737,7.74702,0.16794,3
mc940-300,145.22908,7.748,0.34634,3
mc940-304,145.22017,7.74692,0.000287,3
mc940-305,145.22557,7.74768,3.12611,2
mc940-307,145.21908,7.74618,0.33533,3
mc940-309,145.21533,7.73221,1.24547,3
mc940-310,145.22875,7.7426,0.894237,3
mc940-311,145.23009,7.74912,0.58333,3
mc940-312,145.21486,7.74737,0.00047,3
mc940-313,145.2224,7.74492,0.07358,3
mc940-314,145.22426,7.7441,4.03592,3
mc940-315,145.23079,7.74189,3.95193,3
mc940-316,145.22713,7.74002,0.59609,3
mc940-317,145.22348,7.73774,4.034925,3
mc940-318,145.22165,7.73903,4.034818,3
mc1206-1,181.56893,-8.79579,5.000148,2
mc1206-2,181.56887,-8.79601,4.998,2
mc1206-3,181.5687,-8.7959,5.000488,2
mc1206-4,181.54105,-8.79123,0.5269,2
mc1206-5,181.54749,-8.80254,0.686,3
mc1206-6,181.55138,-8.7913,5.7019,1
mc1206-7,181.55095,-8.8005,1.4265,2
mc1206-8,181.55017,-8.80063,1.4251,2
mc1206-9,181.55089,-8.80058,5.7021,2
mc1206-10,181.55169,-8.79917,6.0601,2
mc1206-11,181.56178,-8.81072,5.0174,2
mc1206-12,181.55015,-8.80226,4.104,2
mc1206-13,181.5501,-8.80626,4.104,2
mc1206-14,181.55267,-8.80418,4.104,2
mc1206-15,181.55585,-8.79977,4.04,2
mc1206-16,181.55346,-8.79445,4.04,2
mc1206-17,181.54648,-8.79679,4.04,2
mc1206-18,181.54866,-8.79203,4.05216,2
mc1206-19,181.55145,-8.81007,4.055,2
mc1206-6,181.54113,-8.79107,3.3888,3
mc1206-36,181.55298,-8.79471,1.425,3
mc1206-42,181.56872,-8.79561,4.9977,3
mc1206-94,181.55328,-8.7988,6.063,2
mc1206-99,181.54644,-8.79972,3.764,3
mc1206-133,181.55427,-8.80154,1.4256,3
mc1206-149,181.5671,-8.80319,0.9015,3
mc1206-163,181.55114,-8.80366,6.0136,3
mc1206-172,181.56646,-8.80478,3.7575,3
mc1206-202,181.55143,-8.80785,0.5303,3
mc1206-251,181.54118,-8.79143,3.9639,3
mc1206-261,181.55985,-8.81152,4.7312,3
mc1206-266,181.55282,-8.80114,4.0747,3
mc1206-280,181.53818,-8.80244,3.5313,2
mc1206-290,181.56577,-8.79577,3.7556,3
